First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,
Kier,Gooch,,--,155 lbs.,--,,2,7,0,,kier-gooch
Lyman,Good,Cyborg,"6' 0""",170 lbs.,"74.0""",Orthodox,21,6,0,,lyman-good
Jared,Gooden,NiteTrain,"6' 0""",170 lbs.,"77.0""",Orthodox,22,9,0,,jared-gooden
Gary,Goodridge,Big Daddy,"6' 3""",249 lbs.,--,Orthodox,23,22,1,,gary-goodridge
Jordan,Goodwin,,--,155 lbs.,--,,0,0,0,,jordan-goodwin
Gerard,Gordeau,,"6' 5""",216 lbs.,--,Orthodox,2,2,0,,gerard-gordeau
Eddie,Gordon,Truck,"6' 0""",185 lbs.,"76.0""",Orthodox,8,4,0,,eddie-gordon
Jared,Gordon,Flash,"5' 9""",155 lbs.,"68.0""",Orthodox,19,6,0,,jared-gordon
Tebaris,Gordon,Boom,"6' 1""",265 lbs.,--,Orthodox,3,1,0,,tebaris-gordon
Malcolm,Gordon,X,"5' 7""",125 lbs.,"71.0""",Switch,14,7,0,,malcolm-gordon
Tresean,Gore,Mr. Vicious,"6' 0""",185 lbs.,"75.0""",Switch,5,2,0,,tresean-gore
Alex,Gorgees,Hitman,"6' 2""",155 lbs.,"74.0""",Switch,6,1,0,,alex-gorgees
Themba,Gorimbo,The Answer,"6' 1""",170 lbs.,"77.0""",Orthodox,10,4,0,,themba-gorimbo
Tim,Gorman,The Psycho,"5' 5""",135 lbs.,--,Southpaw,9,4,0,,tim-gorman
Chase,Gormley,,"6' 3""",265 lbs.,--,Orthodox,14,6,0,,chase-gormley
Jonathan,Goulet,The Road Warrior,"6' 0""",170 lbs.,"73.0""",Orthodox,23,12,0,,jonathan-goulet
Thibault,Gouti,GT,"5' 10""",155 lbs.,"72.0""",Orthodox,12,5,0,,thibault-gouti
Wilson,Gouveia,,"6' 1""",185 lbs.,"76.0""",Orthodox,14,8,0,,wilson-gouveia
Todd,Gouwenberg,,"6' 1""",205 lbs.,--,Orthodox,9,5,0,,todd-gouwenberg
Hugo,Govea,,--,--,--,,0,1,0,,hugo-govea
Justin,Governale,The Therapist,--,145 lbs.,--,,5,5,0,,justin-governale
Damian,Grabowski,The Polish Pitbull,"6' 1""",241 lbs.,"75.0""",Orthodox,20,5,0,,damian-grabowski
Royce,Gracie,,"6' 1""",175 lbs.,--,Southpaw,15,2,3,,royce-gracie
Crosley,Gracie,,"5' 9""",190 lbs.,--,Orthodox,2,2,0,,crosley-gracie
Daniel,Gracie,,"6' 2""",225 lbs.,--,Orthodox,5,4,1,,daniel-gracie
Ralph,Gracie,,"5' 9""",183 lbs.,--,Orthodox,6,1,0,,ralph-gracie
Renzo,Gracie,,"5' 10""",185 lbs.,--,Orthodox,13,7,1,,renzo-gracie
Rickson,Gracie,,"5' 10""",185 lbs.,--,Switch,11,0,0,,rickson-gracie
Rodrigo,Gracie,,"6' 0""",183 lbs.,--,Orthodox,6,2,1,,rodrigo-gracie
Royler,Gracie,,"5' 8""",150 lbs.,--,Southpaw,5,5,1,,royler-gracie
Ryan,Gracie,,"5' 9""",200 lbs.,--,Orthodox,5,2,0,,ryan-gracie
Ralek,Gracie,,"6' 2""",210 lbs.,--,Orthodox,3,1,0,,ralek-gracie
Rolles,Gracie,,"6' 4""",242 lbs.,--,Orthodox,8,4,0,,rolles-gracie
Cesar,Gracie,,"5' 10""",181 lbs.,--,Orthodox,0,1,0,,cesar-gracie
Roger,Gracie,,"6' 4""",185 lbs.,"79.0""",Orthodox,8,2,0,,roger-gracie
Igor,Gracie,,"5' 11""",170 lbs.,--,,5,4,0,,igor-gracie
Neiman,Gracie,,"6' 0""",170 lbs.,--,,6,0,0,,neiman-gracie
Kron,Gracie,,"5' 9""",145 lbs.,"70.0""",Southpaw,5,1,0,,kron-gracie
Steven,Graham,,"6' 1""",290 lbs.,--,Orthodox,2,1,0,,steven-graham
Scott,Graham,,"6' 4""",185 lbs.,--,Orthodox,3,1,0,,scott-graham
Miranda,Granger,Danger,"5' 7""",115 lbs.,"68.0""",Orthodox,7,3,0,,miranda-granger
TJ,Grant,,"5' 10""",155 lbs.,"72.0""",Orthodox,21,5,0,,tj-grant
Davey,Grant,Dangerous,"5' 8""",135 lbs.,"69.0""",Orthodox,15,6,0,,davey-grant
Dwight,Grant,The Body Snatcher,"6' 1""",185 lbs.,"76.0""",Switch,11,6,0,,dwight-grant
Alexa,Grasso,,"5' 5""",125 lbs.,"66.0""",Orthodox,16,3,0,,alexa-grasso
Tony,Gravely,,"5' 5""",135 lbs.,"69.0""",Orthodox,23,9,0,,tony-gravely
Michael,Graves,,"5' 10""",170 lbs.,"71.0""",Orthodox,6,0,1,,michael-graves
Shelton,Graves,The Gravedigger,"6' 2""",255 lbs.,"76.0""",Southpaw,7,3,0,,shelton-graves
James,Gray,The Phenom,"5' 9""",135 lbs.,--,Orthodox,4,1,0,,james-gray
Kevin,Gray,Pocket Herc,"5' 4""",125 lbs.,"67.0""",Orthodox,9,4,0,,kevin-gray
Sam,Greco,,"6' 2""",205 lbs.,--,Orthodox,3,1,1,,sam-greco
Bobby,Green,King,"5' 10""",155 lbs.,"71.0""",Orthodox,29,14,1,,bobby-green
Desmond,Green,The Predator,"5' 10""",155 lbs.,"73.0""",Southpaw,23,8,0,,desmond-green
Gabe,Green,Gifted,"5' 10""",170 lbs.,"73.0""",Switch,11,4,0,,gabe-green
Maurice,Greene,The Crochet Boss,"6' 7""",258 lbs.,"80.0""",Orthodox,9,7,0,,maurice-greene
Matt,Grice,The Real One,"5' 8""",145 lbs.,"70.0""",Orthodox,15,5,0,,matt-grice
Forrest,Griffin,,"6' 3""",205 lbs.,"77.0""",Orthodox,19,7,0,,forrest-griffin
Tyson,Griffin,,"5' 6""",145 lbs.,"68.0""",Orthodox,16,8,0,,tyson-griffin
Max,Griffin,Pain,"5' 11""",170 lbs.,"76.0""",Orthodox,19,9,0,,max-griffin
Jordan,Griffin,Native Psycho,"5' 10""",145 lbs.,"73.0""",Southpaw,18,9,0,,jordan-griffin
Chad,Griggs,The Grave Digger,"6' 1""",205 lbs.,"73.0""",Orthodox,11,3,0,,chad-griggs
Chuck,Grigsby,The Reverend,"6' 6""",205 lbs.,--,Orthodox,23,10,0,,chuck-grigsby
Rodrigo,Gripp de Sousa,Riscado,"5' 11""",205 lbs.,--,Orthodox,7,9,0,,rodrigo-gripp de sousa
Maxim,Grishin,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,32,9,2,,maxim-grishin
Josh,Grispi,The Fluke,"5' 11""",145 lbs.,"74.0""",Orthodox,14,5,0,,josh-grispi
Garrett,Gross,,"5' 9""",155 lbs.,--,Orthodox,11,7,0,,garrett-gross
Kendall,Grove,Da Spyder,"6' 6""",185 lbs.,"79.0""",Orthodox,23,17,0,,kendall-grove
Neil,Grove,Goliath,"6' 6""",265 lbs.,--,Orthodox,12,8,1,,neil-grove
Chris,Gruetzemacher,Gritz,"5' 8""",155 lbs.,"68.0""",Orthodox,15,5,0,,chris-gruetzemacher
Vik,Grujic,The Spartan,"5' 11""",170 lbs.,"73.0""",Orthodox,6,6,0,,vik-grujic
Mike,Grundy,,"5' 7""",145 lbs.,"72.0""",Orthodox,12,4,0,,mike-grundy
Wang,Guan,The Dongbei Tiger,"5' 9""",145 lbs.,"71.0""",Orthodox,20,1,1,,wang-guan
Nandor,Guelmino,The Hun,"6' 3""",230 lbs.,--,,11,5,1,,nandor-guelmino
Fabricio,Guerreiro,,"5' 10""",145 lbs.,--,,21,5,0,,fabricio-guerreiro
Shannon,Gugerty,,"5' 10""",155 lbs.,"71.0""",Orthodox,15,7,0,,shannon-gugerty
Clay,Guida,The Carpenter,"5' 7""",155 lbs.,"70.0""",Orthodox,38,19,0,,clay-guida
Jason,Guida,,"5' 10""",214 lbs.,--,,19,28,0,,jason-guida
Melvin,Guillard,The Young Assassin,"5' 9""",155 lbs.,"71.0""",Orthodox,32,18,2,,melvin-guillard
Chris,Guillen,,"6' 0""",240 lbs.,--,Orthodox,13,16,0,,chris-guillen
Marcelo,Guimaraes,Magrao,"6' 0""",185 lbs.,"73.0""",Orthodox,9,2,1,,marcelo-guimaraes
Leonardo,Guimaraes,Leleco,"6' 0""",185 lbs.,--,Orthodox,11,5,0,,leonardo-guimaraes
Brad,Gumm,,"5' 11""",170 lbs.,--,Orthodox,10,6,1,,brad-gumm
John,Gunderson,Quick Guns,"5' 9""",155 lbs.,"69.0""",Orthodox,35,16,2,,john-gunderson
John,Gunther,The Machine,"5' 9""",155 lbs.,"72.0""",Orthodox,5,1,0,,john-gunther
Jorge,Gurgel,,"5' 7""",155 lbs.,"69.0""",Orthodox,14,10,0,,jorge-gurgel
Fabio,Gurgel,,"6' 0""",205 lbs.,--,Orthodox,3,2,0,,fabio-gurgel
Gugun,Gusman,The Tiger,"5' 7""",135 lbs.,"68.0""",Orthodox,8,4,0,,gugun-gusman
Andre,Gusmao,,"6' 0""",205 lbs.,--,Orthodox,6,3,0,,andre-gusmao
Alexander,Gustafsson,The Mauler,"6' 5""",205 lbs.,"79.0""",Orthodox,18,8,0,,alexander-gustafsson
Justin,Guthrie,,"6' 1""",170 lbs.,--,,18,9,0,,justin-guthrie
Horacio,Gutierrez,The Punisher,"5' 10""",145 lbs.,--,,4,3,0,,horacio-gutierrez
Chris,Gutierrez,El Guapo,"5' 9""",135 lbs.,"67.0""",Orthodox,19,3,2,,chris-gutierrez
Mando,Gutierrez,El Toro,"5' 6""",135 lbs.,"70.0""",Southpaw,7,2,0,,mando-gutierrez
Mike,Guymon,The Joker,"6' 0""",170 lbs.,"74.0""",Orthodox,15,6,1,,mike-guymon
Chelsea,Hackett,Hammer,"5' 4""",125 lbs.,"66.0""",Switch,3,1,1,,chelsea-hackett
Keith,Hackney,The Giant Killer,"5' 11""",200 lbs.,--,Sideways,2,2,0,,keith-hackney
Jake,Hadley,White Kong,"5' 7""",125 lbs.,"70.0""",Southpaw,10,1,0,,jake-hadley
Steve,Hadsel,,"5' 8""",170 lbs.,--,,3,0,0,,steve-hadsel
Damir,Hadzovic,The Bosnian Bomber,"5' 9""",155 lbs.,"70.0""",Orthodox,14,7,0,,damir-hadzovic
Tim,Hague,The Trashing Machine,"6' 4""",260 lbs.,"76.0""",Orthodox,21,13,0,,tim-hague
Yazan,Hajeh,Yazzle Dazzle,"5' 9""",145 lbs.,--,Orthodox,6,1,0,,yazan-hajeh
Stoney,Hale,The Skuller,"6' 0""",--,--,,5,3,0,,stoney-hale
Kevin,Haley,The North Woods Nightmare,"6' 2""",205 lbs.,--,,6,4,0,,kevin-haley
Mark,Hall,,"6' 0""",190 lbs.,--,Orthodox,5,6,0,,mark-hall
Uriah,Hall,Prime Time,"6' 0""",185 lbs.,"79.0""",Orthodox,18,11,0,,uriah-hall
Ryan,Hall,The Wizard,"5' 10""",145 lbs.,"70.0""",Southpaw,9,2,0,,ryan-hall
Dennis,Hallman,Superman,"5' 9""",155 lbs.,"72.0""",Orthodox,53,20,2,,dennis-hallman
Piotr,Hallmann,Pletwal,"5' 9""",155 lbs.,"71.0""",Orthodox,18,6,0,,piotr-hallmann
Tony,Halme,,"6' 3""",300 lbs.,--,Orthodox,0,4,0,,tony-halme
Brandon,Halsey,Bull,"6' 0""",185 lbs.,--,,9,3,0,,brandon-halsey
John,Halverson,The Hurricane,"5' 9""",155 lbs.,--,Southpaw,16,8,0,,john-halverson
Seo Hee,Ham,,"5' 2""",115 lbs.,"62.0""",Southpaw,17,8,0,,seo hee-ham
Frank,Hamaker,,--,--,--,,1,0,0,,frank-hamaker
Kazuhiro,Hamanaka,,"6' 0""",185 lbs.,--,Southpaw,5,7,1,,kazuhiro-hamanaka
Matt,Hamill,The Hammer,"6' 1""",205 lbs.,"76.0""",Orthodox,12,8,0,,matt-hamill
Jeremy,Hamilton,Hawk,--,185 lbs.,--,,9,2,0,,jeremy-hamilton
Anthony,Hamilton,Freight Train,"6' 5""",260 lbs.,"76.0""",Orthodox,15,9,0,,anthony-hamilton
CJ,Hamilton,The Autobot,"5' 7""",125 lbs.,"68.0""",Switch,11,4,0,,cj-hamilton
Jared,Hamman,The Messenger,"6' 3""",185 lbs.,"75.0""",Orthodox,14,6,0,,jared-hamman
James,Hammortree,The Sledge,"6' 3""",185 lbs.,--,Orthodox,6,3,0,,james-hammortree
Dean,Hancock,The Hammer,--,155 lbs.,--,,2,1,0,,dean-hancock
Joachim,Hansen,Hellboy,"5' 7""",150 lbs.,--,Southpaw,23,14,1,,joachim-hansen
Kay,Hansen,,"5' 2""",115 lbs.,"63.0""",Orthodox,7,6,0,,kay-hansen
Nasrat,Haqparast,,"5' 10""",155 lbs.,"72.0""",Southpaw,14,5,0,,nasrat-haqparast
Shin,Haraguchi,,--,155 lbs.,--,,5,0,0,,shin-haraguchi
Janay,Harding,Hollowpoint,--,135 lbs.,--,,2,3,0,,janay-harding
Antoni,Hardonk,,"6' 4""",245 lbs.,"78.0""",Orthodox,8,6,0,,antoni-hardonk
Dan,Hardy,The Outlaw,"6' 0""",170 lbs.,"74.0""",Orthodox,25,10,0,,dan-hardy
Veronica,Hardy,,"5' 4""",125 lbs.,"64.0""",Southpaw,7,4,1,,veronica-hardy
Greg,Hardy,Prince of War,"6' 5""",265 lbs.,"80.0""",Orthodox,7,5,0,,greg-hardy
Baru,Harn,Seiryu,--,265 lbs.,--,,1,2,0,,baru-harn
Scott,Harper,,"6' 0""",185 lbs.,--,Orthodox,12,7,0,,scott-harper
Gerry,Harris,,"6' 8""",270 lbs.,--,Orthodox,1,4,0,,gerry-harris
Gerald,Harris,,"5' 11""",185 lbs.,"77.0""",Southpaw,23,5,0,,gerald-harris
Phil,Harris,Billy,"5' 4""",125 lbs.,"65.0""",Orthodox,22,12,0,,phil-harris
Walt,Harris,The Big Ticket,"6' 5""",250 lbs.,"77.0""",Southpaw,13,10,0,,walt-harris
Dhafir,Harris,Dada 5000,--,257 lbs.,--,,2,0,0,,dhafir-harris
Trevor,Harris,,"5' 6""",145 lbs.,--,,2,2,0,,trevor-harris
Carlston,Harris,Mocambique,"6' 0""",170 lbs.,"76.0""",Orthodox,18,5,0,,carlston-harris
Collin,Hart,,"6' 1""",185 lbs.,--,Orthodox,6,3,1,,collin-hart
Dale,Hartt,,"5' 10""",155 lbs.,"69.0""",Orthodox,6,3,0,,dale-hartt
Luke,Hartwig,,--,--,--,,0,1,0,,luke-hartwig
Clay,Harvison,Bushwacker,"6' 1""",170 lbs.,"74.0""",Orthodox,13,6,0,,clay-harvison
Hidehiko,Hasegawa,,"5' 9""",170 lbs.,--,,19,20,6,,hidehiko-hasegawa
Chris,Haseman,The Hammer,"5' 11""",205 lbs.,--,Orthodox,20,17,0,,chris-haseman
Takayo,Hashi,,"5' 4""",135 lbs.,--,Orthodox,15,6,1,,takayo-hashi
Tomohiko,Hashimoto,,"6' 0""",250 lbs.,--,Orthodox,1,4,0,,tomohiko-hashimoto
Justin,Haskins,,"5' 10""",170 lbs.,--,Orthodox,7,6,0,,justin-haskins
Hayder,Hassan,Hulk,"5' 10""",170 lbs.,--,,6,3,0,,hayder-hassan
Ahmad,Hassanzada,Lion of the Ring,"6' 1""",155 lbs.,"75.0""",Orthodox,10,2,0,,ahmad-hassanzada
Daiki,Hata,DJ Taiki,"5' 6""",139 lbs.,--,Orthodox,17,11,7,,daiki-hata
John,Hathaway,The Hitman,"6' 1""",170 lbs.,"75.0""",Orthodox,17,2,0,,john-hathaway
Phil,Hawes,No Hype,"6' 0""",185 lbs.,"77.0""",Orthodox,12,4,0,,phil-hawes
Justin,Hawes,The Hawk,"5' 11""",205 lbs.,--,,6,9,0,,justin-hawes
Chris,Hawk,,"6' 1""",205 lbs.,--,,5,10,0,,chris-hawk
Del,Hawkins,The Filipino Delight,"5' 5""",135 lbs.,--,Orthodox,22,17,0,,del-hawkins
Tommy,Hayden,Wild Card,"5' 9""",145 lbs.,--,Southpaw,11,3,0,,tommy-hayden
Mike,Hayes,,"6' 4""",230 lbs.,--,Orthodox,20,12,2,,mike-hayes
Ryan,Hayes,,--,--,--,,7,6,0,,ryan-hayes
Gerric,Hayes,,"5' 10""",--,--,,8,11,0,,gerric-hayes
Josh,Haynes,Bring the Pain,"5' 9""",170 lbs.,--,Orthodox,14,11,0,,josh-haynes
Dustin,Hazelett,McLovin,"6' 1""",170 lbs.,"76.0""",Orthodox,12,7,0,,dustin-hazelett
James,Head,,"6' 1""",170 lbs.,"73.0""",Orthodox,9,4,0,,james-head
Pat,Healy,Bam Bam,"6' 0""",155 lbs.,"72.0""",Orthodox,34,23,0,,pat-healy
Ryan,Healy,The Irish Assassin,"6' 1""",155 lbs.,--,Orthodox,25,14,1,,ryan-healy
Spencer,Hearns,,"5' 11""",185 lbs.,--,,1,0,0,,spencer-hearns
David,Heath,,"5' 11""",205 lbs.,"72.0""",Orthodox,18,7,0,,david-heath
Chris,Heatherly,Stump,"5' 9""",155 lbs.,--,Orthodox,9,4,0,,chris-heatherly
Jake,Hecht,Hitman,"6' 0""",170 lbs.,"73.0""",Orthodox,11,4,0,,jake-hecht
Nick,Hein,Sergeant,"5' 6""",155 lbs.,"66.0""",Southpaw,14,5,0,,nick-hein
Ian,Heinisch,The Hurricane,"5' 11""",185 lbs.,"72.0""",Orthodox,14,5,0,,ian-heinisch
Marcin,Held,,"5' 9""",155 lbs.,"71.0""",Orthodox,23,7,0,,marcin-held
Delson,Heleno,Pe De Chumbo,"5' 11""",185 lbs.,--,Orthodox,29,10,0,,delson-heleno
Matt,Helm,,--,155 lbs.,--,,1,1,0,,matt-helm
Elisha,Helsper,Knuckles,"5' 6""",135 lbs.,--,Orthodox,0,4,0,,elisha-helsper
Dan,Henderson,Hendo,"5' 11""",185 lbs.,"74.0""",Orthodox,32,15,0,,dan-henderson
Benson,Henderson,Smooth,"5' 9""",170 lbs.,"70.0""",Southpaw,24,7,0,,benson-henderson
Ron,Henderson,,"5' 10""",125 lbs.,--,,4,3,0,,ron-henderson
Josh,Hendricks,,"6' 2""",235 lbs.,--,Southpaw,19,11,0,,josh-hendricks
Johny,Hendricks,Bigg Rigg,"5' 9""",185 lbs.,"69.0""",Southpaw,18,8,0,,johny-hendricks
Cory,Hendricks,,"6' 3""",205 lbs.,--,,3,1,0,,cory-hendricks
Luis,Henrique,KLB,"6' 2""",243 lbs.,"74.0""",Orthodox,10,5,0,,luis-henrique
Jose,Henrique,Canela,"6' 3""",170 lbs.,"79.0""",Orthodox,5,1,0,,jose-henrique
Diego,Henrique da Silva,Gaucho,"6' 2""",185 lbs.,--,Orthodox,8,4,0,,diego-henrique da silva
Danny,Henry,The Hatchet,"6' 0""",145 lbs.,"73.0""",Orthodox,12,4,0,,danny-henry
Victor,Henry,La Mangosta,"5' 7""",135 lbs.,"68.0""",Switch,23,6,0,,victor-henry
TJ,Hepburn,The Carnivore,"5' 7""",155 lbs.,--,,4,2,0,,tj-hepburn
Jai,Herbert,Black Country Banger,"6' 1""",155 lbs.,"77.0""",Orthodox,12,4,1,,jai-herbert
Ed,Herman,Short Fuse,"6' 1""",205 lbs.,"77.0""",Orthodox,27,15,0,,ed-herman
Dave,Herman,,"6' 4""",242 lbs.,"77.0""",Orthodox,22,6,0,,dave-herman
Jack,Hermansson,The Joker,"6' 1""",185 lbs.,"77.0""",Orthodox,23,8,0,,jack-hermansson
Noe,Hernandez,,--,--,--,Orthodox,5,5,0,,noe-hernandez
Joe,Hernandez,,--,--,--,,0,1,0,,joe-hernandez
Ramiro,Hernandez,Junior,"5' 9""",135 lbs.,--,Orthodox,19,9,0,,ramiro-hernandez
Alexander,Hernandez,The Great Ape,"5' 9""",155 lbs.,"72.0""",Orthodox,14,6,0,,alexander-hernandez
Anthony,Hernandez,Fluffy,"6' 0""",185 lbs.,"75.0""",Orthodox,10,2,0,,anthony-hernandez
Nohelin,Hernandez,Suave,"5' 10""",135 lbs.,"71.0""",Orthodox,9,4,0,,nohelin-hernandez
Carlos,Hernandez,,"5' 8""",125 lbs.,"67.0""",Orthodox,8,2,0,,carlos-hernandez
Paul,Herrera,The Bone Crusher,"5' 10""",185 lbs.,--,Orthodox,1,1,0,,paul-herrera
Chris,Herrera,The Crusher,"5' 10""",185 lbs.,--,,3,2,1,,chris-herrera
Geane,Herrera,La Pulga,"5' 5""",125 lbs.,"66.0""",Orthodox,9,3,0,,geane-herrera
Alvaro,Herrera Mendoza,Chango,"6' 0""",155 lbs.,"74.0""",Orthodox,9,6,0,,alvaro-herrera mendoza
Felice,Herrig,Lil Bulldog,"5' 4""",115 lbs.,"65.0""",Orthodox,14,10,0,,felice-herrig
Heath,Herring,The Texas Crazy Horse,"6' 4""",250 lbs.,"78.0""",Orthodox,28,16,0,,heath-herring
Jon,Hess,,"6' 7""",295 lbs.,--,,1,1,0,,jon-hess
Clint,Hester,Headbussa,"6' 2""",205 lbs.,"77.0""",Orthodox,11,6,0,,clint-hester
Brandon,Hester,The Beast,"6' 1""",205 lbs.,--,,3,0,0,,brandon-hester
Jimy,Hettes,The Kid,"5' 9""",145 lbs.,"71.0""",Southpaw,11,3,0,,jimy-hettes
Conor,Heun,Hurricane,"5' 10""",155 lbs.,--,Orthodox,9,5,0,,conor-heun
Marcus,Hicks,The Wrecking Ball,"5' 6""",155 lbs.,"64.0""",Southpaw,10,4,0,,marcus-hicks
Jay,Hieron,The Thoroughbred,"6' 0""",170 lbs.,"75.0""",Orthodox,23,7,0,,jay-hieron
Brady,Hiestand,Bam Bam,"5' 8""",135 lbs.,"71.0""",Orthodox,7,2,0,,brady-hiestand
Lee,Higgins,,--,155 lbs.,--,,2,1,0,,lee-higgins
Jason,High,The Kansas City Bandit,"5' 8""",155 lbs.,"73.0""",Southpaw,21,6,0,,jason-high
Richie,Hightower,The Dirty Samurai,"5' 8""",170 lbs.,--,Orthodox,8,4,0,,richie-hightower
Alex,Higley,,"5' 10""",145 lbs.,--,,4,3,0,,alex-higley
Corey,Hill,,"6' 4""",155 lbs.,"80.0""",Orthodox,6,9,0,,corey-hill
Isaiah,Hill,,"5' 10""",155 lbs.,--,,5,7,1,,isaiah-hill
Angela,Hill,Overkill,"5' 3""",115 lbs.,"64.0""",Orthodox,15,12,0,,angela-hill
Tyler,Hill,,"6' 3""",170 lbs.,--,Switch,8,2,0,,tyler-hill
Jamahal,Hill,Sweet Dreams,"6' 4""",205 lbs.,"79.0""",Southpaw,12,1,0,,jamahal-hill
Kailan,Hill,,"6' 1""",185 lbs.,"77.0""",Southpaw,4,1,0,,kailan-hill
Branden Lee,Hinkle,The Iron Lion,"6' 3""",235 lbs.,--,Orthodox,17,11,0,,branden lee-hinkle
Hatsu,Hioki,,"5' 11""",145 lbs.,"73.0""",Orthodox,29,10,2,,hatsu-hioki
Alan,Hiro,Yamaniha,"5' 5""",135 lbs.,--,Orthodox,14,5,4,,alan-hiro
Kuniyoshi,Hironaka,,"5' 10""",168 lbs.,"70.0""",Orthodox,23,9,0,,kuniyoshi-hironaka
Mizuto,Hirota,Pugnus,"5' 7""",155 lbs.,"67.0""",Orthodox,18,10,2,,mizuto-hirota
Yuji,Hisamatsu,,"5' 10""",185 lbs.,--,,16,22,6,,yuji-hisamatsu
Kwan,Ho Kwak,,"5' 5""",135 lbs.,--,Switch,9,2,0,,kwan-ho kwak
Matt,Hobar,The Crowbar,"5' 10""",135 lbs.,"70.0""",Southpaw,9,3,0,,matt-hobar
Bobby,Hoffman,The Truth,"6' 2""",245 lbs.,--,Orthodox,36,10,1,,bobby-hoffman
Sam,Hoger,The Alaskan Assassin,"6' 2""",205 lbs.,--,Orthodox,10,4,0,,sam-hoger
Andrew,Holbrook,,"5' 11""",155 lbs.,"70.0""",Southpaw,12,3,0,,andrew-holbrook
Sean,Holden,,"5' 10""",170 lbs.,--,,5,2,0,,sean-holden
Chris,Holdsworth,,"5' 11""",135 lbs.,--,,6,0,0,,chris-holdsworth
Kevin,Holland,Trailblazer,"6' 3""",170 lbs.,"81.0""",Orthodox,23,9,0,,kevin-holland
Roger,Hollett,The Hulk,"5' 11""",205 lbs.,--,Orthodox,13,5,0,,roger-hollett
Max,Holloway,Blessed,"5' 11""",145 lbs.,"69.0""",Orthodox,23,7,0,,max-holloway
Gabrielle,Holloway,Gabanator,"5' 3""",145 lbs.,--,,6,5,0,,gabrielle-holloway
Jeremie,Holloway,Hit Em,"6' 0""",170 lbs.,--,,8,3,0,,jeremie-holloway
Holly,Holm,The Preacher's Daughter,"5' 8""",135 lbs.,"69.0""",Southpaw,15,6,0,,holly-holm
Rex,Holman,Big Dog,"6' 3""",205 lbs.,--,Southpaw,4,2,0,,rex-holman
Joseph,Holmes,Uglyman Joe,"6' 4""",185 lbs.,"80.0""",Orthodox,8,3,0,,joseph-holmes
Kurt,Holobaugh,,"5' 11""",155 lbs.,"70.0""",Orthodox,17,7,0,,kurt-holobaugh
Paddy,Holohan,The Hooligan,"5' 10""",125 lbs.,"69.0""",Orthodox,12,2,1,,paddy-holohan
Ben,Holscher,The Teacher,"5' 11""",155 lbs.,--,,4,0,0,,ben-holscher
Mark,Holst,Boots,"6' 0""",155 lbs.,--,Orthodox,12,6,0,,mark-holst
Scott,Holtzman,Hot Sauce,"5' 9""",155 lbs.,"69.0""",Orthodox,14,6,0,,scott-holtzman
Sabah,Homasi,,"6' 0""",170 lbs.,"72.0""",Orthodox,11,8,0,,sabah-homasi
Mark,Hominick,The Machine,"5' 8""",145 lbs.,"68.0""",Orthodox,20,12,0,,mark-hominick
Barb,Honchak,Little Warrior,"5' 4""",125 lbs.,"65.0""",Orthodox,10,4,0,,barb-honchak
Chris,Honeycutt,The Cutt,"5' 10""",170 lbs.,"73.0""",,9,1,0,,chris-honeycutt
JunYoung,Hong,Drunken Red,"5' 8""",145 lbs.,"69.0""",Orthodox,11,7,1,,junyoung-hong
Sung Chan,Hong,T-ARA,--,155 lbs.,--,,9,1,0,,sung chan-hong
Satoshi,Honma,,"6' 1""",205 lbs.,--,Orthodox,4,6,3,,satoshi-honma
David,Hood,,"6' 0""",200 lbs.,--,,1,3,0,,david-hood
Lorenzo,Hood,Dream Killer,"6' 3""",265 lbs.,"80.0""",Southpaw,14,5,0,,lorenzo-hood
Dan,Hooker,The Hangman,"6' 0""",155 lbs.,"75.0""",Switch,22,12,0,,dan-hooker
Chase,Hooper,The Dream,"6' 1""",145 lbs.,"74.0""",Southpaw,11,3,1,,chase-hooper
Darrell,Horcher,The Saint,"5' 10""",155 lbs.,"70.0""",Southpaw,13,4,0,,darrell-horcher
Moti,Horenstein,,"6' 4""",230 lbs.,--,Orthodox,1,6,0,,moti-horenstein
Yoshinori,Horie,,"5' 8""",145 lbs.,"70.0""",Orthodox,8,2,0,,yoshinori-horie
Kyoji,Horiguchi,,"5' 5""",125 lbs.,"66.0""",Orthodox,19,2,0,,kyoji-horiguchi
Yuma,Horiuchi,Ichiban,"5' 6""",125 lbs.,"67.0""",Switch,9,5,0,,yuma-horiuchi
Jeremy,Horn,Gumby,"6' 1""",185 lbs.,"74.0""",Orthodox,91,22,5,,jeremy-horn
Matt,Horning,Horndog,"5' 4""",125 lbs.,--,,20,25,0,,matt-horning
Chris,Horodecki,The Polish Hammer,"5' 9""",155 lbs.,"69.0""",Orthodox,21,7,1,,chris-horodecki
Jamey-Lyn,Horth,,"5' 7""",125 lbs.,--,,4,0,0,,jamey-lyn-horth
Matt,Horwich,Suave,"6' 1""",185 lbs.,--,Orthodox,30,25,1,,matt-horwich
John,Hosman,,"5' 10""",135 lbs.,--,Southpaw,18,8,1,,john-hosman
Saeed,Hosseini,,--,--,--,,0,1,0,,saeed-hosseini
Jeff,Hougland,Hellbound,"5' 7""",135 lbs.,"68.0""",Orthodox,10,6,0,,jeff-hougland
