fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,fighting_style
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,22-Jan-92,2.55,46%,3.65,42%,1.15,26%,40%,2.1,
Dave Galera,"5' 11""",135 lbs.,,Orthodox,12-Jan-78,1.67,69%,0.53,33%,0,0%,14%,2,
Daniel Gallemore,"6' 5""",265 lbs.,,,,3.1,41%,6,52%,0,0%,0%,0,
Tom Gallicchio,"5' 10""",170 lbs.,,Southpaw,23-Sep-86,3.53,26%,7.07,43%,1,11%,0%,0,
Turrell Galloway,"5' 3""",145 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Zelg Galesic,"6' 2""",185 lbs.,,Orthodox,16-Feb-79,4.86,62%,0.61,66%,1.3,100%,20%,1.3,
Eric Galvan,,155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Lucas Gamaza,,170 lbs.,,,,7.57,31%,6.99,45%,0,0%,0%,0,
Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,23-Jun-81,1.97,32%,3.86,61%,2.27,28%,88%,1.1,
Andre Galvao,"5' 7""",168 lbs.,,Orthodox,29-Sep-82,2.34,52%,1.56,58%,2.02,27%,0%,2.8,
Joey Gambino,"5' 7""",145 lbs.,,Orthodox,26-Oct-88,2.47,35%,2.53,51%,0,0%,42%,0.8,
Mateusz Gamrot,"5' 10""",155 lbs.,"70""",Southpaw,11-Dec-90,3.47,41%,2.47,56%,5,31%,100%,0,
Shamil Gamzatov,"6' 2""",205 lbs.,"76""",Orthodox,09-Aug-90,4.27,46%,2.13,58%,0,0%,50%,0,
Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,08-May-81,2.13,41%,2.83,55%,3.26,34%,69%,0.7,
Ariel Gandulla,"5' 11""",205 lbs.,,Orthodox,07-May-68,1.95,23%,2.07,72%,1.88,66%,0%,0,
Eduardo Garagorri,"5' 9""",145 lbs.,"70""",Orthodox,28-May-89,3.42,51%,2.36,58%,0.48,100%,61%,0,
Sean Gannon,"6' 3""",265 lbs.,,Southpaw,,0,0%,6.38,28%,0,0%,50%,0,
Ciryl Gane,"6' 4""",245 lbs.,"81""",Orthodox,12-Apr-90,5.04,55%,1.85,69%,1.13,26%,100%,0.5,
Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,07-Jul-91,3.35,37%,3.33,65%,0.84,33%,100%,0,
Leonard Garcia,"5' 10""",145 lbs.,"68""",Orthodox,14-Jul-79,2.77,24%,4.79,52%,0.3,26%,42%,0.5,
Alejandro Garcia,"5' 7""",145 lbs.,,,,1.22,62%,1.14,65%,8.55,87%,66%,0,
Edgar Garcia,"5' 10""",170 lbs.,"71""",Orthodox,22-Feb-84,3.16,29%,4.23,60%,2.21,57%,50%,0.6,
Nick Garcia,"5' 4""",125 lbs.,,,,0.67,25%,3.03,50%,0,0%,83%,5.1,
Alex Garcia,"5' 9""",170 lbs.,"72""",Orthodox,14-Jul-87,1.81,31%,3.03,59%,3.72,52%,66%,0.1,
Steve Garcia,"6' 0""",155 lbs.,"75""",Southpaw,22-May-92,4.31,55%,2.52,36%,0.61,25%,100%,0.6,
Elias Garcia,"5' 5""",125 lbs.,"67""",Southpaw,13-Sep-92,1.59,27%,5.05,50%,0.68,14%,33%,1.4,
Rafa Garcia,"5' 7""",155 lbs.,"70""",Orthodox,05-Aug-94,3.47,23%,6.6,54%,0,0%,100%,0,
Rulon Gardner,"6' 3""",265 lbs.,,Orthodox,16-Aug-71,2.05,25%,1.45,60%,0.75,100%,100%,0,
David Gardner,"5' 11""",155 lbs.,,Orthodox,17-May-77,0.17,100%,0.34,0%,0,0%,66%,0,
Pablo Garza,"6' 1""",145 lbs.,"73""",Orthodox,16-Sep-83,3.37,44%,2.7,50%,0.94,25%,15%,1.3,
Brian Gassaway,"6' 1""",170 lbs.,,Orthodox,07-Aug-72,0.34,26%,3.65,44%,0,0%,42%,0,
Azamat Gashimov,"5' 6""",125 lbs.,,Orthodox,07-Apr-90,1.24,21%,4.75,53%,1.69,25%,0%,0,
Willie Gates,"5' 8""",125 lbs.,"72""",Orthodox,21-Jan-87,1.8,38%,4.28,38%,0,0%,67%,0.4,
Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,24-Oct-91,3.64,43%,2.92,59%,1.22,39%,64%,0.1,
Louis Gaudinot,"5' 3""",125 lbs.,"63""",Orthodox,28-Aug-84,2.34,37%,6.42,48%,0.57,40%,31%,1.1,
Melissa Gatto,"5' 5""",135 lbs.,,Orthodox,05-Feb-96,0,0%,0,0%,0,0%,0%,0,
Charlene Gellner,"5' 2""",125 lbs.,,,,2.01,42%,3.24,43%,0,0%,0%,1.7,
Chad George,"5' 6""",135 lbs.,"68""",Southpaw,30-Apr-82,1.26,50%,1.11,65%,3.08,46%,0%,1.3,
Paul Georgieff,"6' 2""",170 lbs.,,Orthodox,22-Sep-82,2.55,40%,2.34,35%,0,0%,0%,0,
Brian Geraghty,"5' 7""",155 lbs.,,Orthodox,04-Nov-80,0.47,25%,9.77,36%,0,0%,50%,0,
Derek Getzel,"6' 0""",155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Karine Gevorgyan,"5' 4""",125 lbs.,"63""",,09-Mar-89,1.2,20%,1.8,76%,0,0%,0%,0,
Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,23-Jan-90,2.88,41%,2.59,51%,3.11,39%,50%,0.3,
Darrel Gholar,"5' 8""",194 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,05-Jul-95,1.93,38%,2.8,40%,1,16%,0%,0,
Tiki Ghosn,"5' 10""",170 lbs.,,Orthodox,09-Feb-77,2.78,46%,2.94,58%,0.41,50%,61%,0,
Nick Gibbons,"5' 10""",155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
James Giboo,"5' 11""",170 lbs.,,Orthodox,06-Jan-78,1.2,27%,7.08,39%,0,0%,0%,0,
Lance Gibson,"5' 9""",185 lbs.,,Orthodox,20-Nov-70,1.21,75%,6.44,20%,0,0%,0%,0,
Lee Gibson,"5' 7""",155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Chase Gibson,"5' 10""",155 lbs.,"72""",Orthodox,07-Feb-90,3.13,54%,6.4,52%,0,0%,0%,0,
Cody Gibson,"5' 10""",135 lbs.,"71""",Orthodox,11-Sep-87,2.47,31%,2.54,63%,1.85,38%,58%,0.4,
Kenny Giddens,"5' 11""",155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,26-Jul-92,3.97,37%,6.45,37%,0.5,33%,33%,0,
Kultar Gill,"6' 0""",154 lbs.,,Orthodox,24-Mar-79,1.14,50%,0.4,41%,1.71,66%,38%,0,
Trevin Giles,"6' 0""",185 lbs.,"74""",Orthodox,06-Aug-92,3.26,56%,1.88,62%,1.37,80%,79%,0.3,
Joey Gilbert,"5' 11""",155 lbs.,,Orthodox,05-Jun-76,0.61,42%,4.44,31%,0,0%,0%,0,
Gregor Gillespie,"5' 7""",155 lbs.,"71""",Orthodox,13-Nov-86,3.58,49%,2.14,60%,7.02,47%,0%,0.9,
Jesse Gillespie,,185 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Jason Gilliam,"6' 0""",170 lbs.,,Orthodox,,0.79,33%,3.14,42%,0,0%,0%,0,
Krishaun Gilmore,,,,,,0,0%,0,0%,0,0%,0%,0,
Alex Gilpin,"5' 7""",145 lbs.,,Orthodox,26-Mar-92,6.8,54%,12.29,42%,2.17,25%,0%,2.2,
Bob Gilstrap,"6' 3""",200 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Demetrius Gioulacos,"5' 11""",185 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Billy Giovanella,"5' 8""",125 lbs.,,,20-Aug-85,1.27,40%,2.02,52%,0.87,12%,100%,1.7,
He-Man Gipson,,,,,,0,0%,0,0%,0,0%,0%,0,
Israel Giron,"5' 8""",155 lbs.,,,16-Jan-74,0,0%,0,0%,0,0%,0%,0,
Jason Glaza,"6' 0""",230 lbs.,,,,4.34,54%,0.43,40%,4.34,100%,0%,4.3,
Joseph Gigliotti,"5' 11""",185 lbs.,,Orthodox,13-Aug-93,1.04,39%,2.92,45%,1.56,100%,50%,0.8,
Brandon Girtz,"5' 7""",155 lbs.,,,06-Mar-85,2.5,60%,1.92,47%,5.76,100%,100%,0,
Mike Glenn,,205 lbs.,,,09-Oct-77,0,0%,0,0%,0,0%,0%,0,
Rick Glenn,"6' 0""",145 lbs.,"70""",Southpaw,12-Apr-89,4.31,42%,4.29,53%,0.67,13%,66%,0.3,
Clint Godfrey,"5' 6""",135 lbs.,,Southpaw,21-Oct-82,0.57,31%,0.96,65%,0.85,25%,50%,0,
Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,22-Nov-83,3.97,53%,3.3,54%,0,0%,28%,0,
Jason Godsey,"6' 2""",230 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Jonny Goh,"5' 11""",155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Hannah Goldy,"5' 4""",125 lbs.,"61""",Orthodox,18-May-92,6.53,46%,3.9,55%,0,0%,66%,0,
Allan Goes,"6' 0""",205 lbs.,,Orthodox,20-Apr-71,0.64,52%,1.35,41%,1.75,40%,0%,2.6,
Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,15-Sep-92,4.27,58%,4.3,45%,0.45,50%,87%,0.5,
Alan Gomez,,155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Sergio Gomez,"5' 6""",155 lbs.,,Orthodox,29-Apr-82,1.5,42%,1.16,56%,2.57,66%,31%,0,
Frank Gomez,"5' 10""",135 lbs.,"67""",Orthodox,31-Mar-86,1.52,48%,0.79,66%,1.14,60%,70%,0.8,
David Gomez,,155 lbs.,,,08-Aug-83,0,0%,0,0%,0,0%,0%,0,
Ulysses Gomez,"5' 6""",125 lbs.,,Orthodox,25-May-83,2.72,25%,3.57,68%,0,0%,0%,0,
Edson Gomez,"5' 8""",170 lbs.,"69""",Switch,23-Feb-91,2.66,32%,8.78,45%,0,0%,0%,0,
Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,29-Aug-89,3.73,49%,3.33,50%,2,28%,0%,0,
Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,28-Jan-95,1.57,33%,4.03,55%,4.48,50%,33%,0,
Silvana Gomez Juarez,"5' 3""",125 lbs.,,Orthodox,12-Jun-84,0,0%,0,0%,0,0%,0%,0,
Akihiro Gono,"5' 7""",170 lbs.,"68""",Switch,07-Oct-74,2.18,48%,2.67,63%,1.01,84%,46%,0.5,
Takanori Gomi,"5' 7""",155 lbs.,"70""",Southpaw,22-Sep-78,3.81,41%,3.52,60%,1.23,65%,63%,0.8,
Gabriel Gonzaga,"6' 2""",242 lbs.,"76""",Orthodox,18-May-79,2.12,45%,2.94,57%,2.8,39%,66%,1.1,
Nick Gonzalez,"5' 6""",155 lbs.,,Orthodox,03-Mar-81,0.59,20%,2.35,33%,0,0%,50%,0,
Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,28-Apr-91,6.67,80%,0.87,43%,14,73%,100%,0,
Fabian Gonzalez,"5' 10""",135 lbs.,,,,3.9,48%,4.39,51%,0,0%,66%,0,
Fernando Gonzalez,"5' 9""",170 lbs.,"68""",Southpaw,15-Sep-83,4.47,47%,4.03,65%,0.86,33%,43%,1.4,
Lewis Gonzalez,"5' 10""",170 lbs.,,Orthodox,19-Sep-87,1.4,37%,1.87,41%,2,33%,62%,0,
Jorge Gonzalez,"6' 2""",205 lbs.,"76""",Orthodox,29-Feb-84,0,0%,0,0%,0,0%,0%,0,
Jason Gonzalez,"6' 2""",155 lbs.,"74""",Southpaw,28-Feb-90,3.06,39%,3.13,58%,0,0%,30%,1,
Kier Gooch,,155 lbs.,,,21-Apr-86,0,0%,0,0%,0,0%,0%,0,
Pearl Gonzalez,"5' 4""",115 lbs.,,Orthodox,12-Aug-86,2.23,37%,4.07,57%,1.04,11%,0%,0.5,
Mikey Gonzalez,"5' 11""",155 lbs.,"74""",Orthodox,13-Aug-85,0.91,16%,14.55,11%,0,0%,0%,0,
Jared Gooden,"6' 0""",170 lbs.,"77""",Orthodox,05-Dec-93,6.67,47%,11.2,49%,1,100%,100%,0,
Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,26-May-85,5.34,48%,4.01,63%,0.27,100%,75%,0,
Jordan Goodwin,,155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Gary Goodridge,"6' 3""",249 lbs.,,Orthodox,17-Jan-66,1.84,56%,2.14,48%,0.4,100%,53%,0.8,
Tebaris Gordon,"6' 1""",265 lbs.,,Orthodox,19-Jul-88,3.53,16%,49.41,22%,0,0%,0%,0,
Gerard Gordeau,"6' 5""",216 lbs.,,Orthodox,30-Mar-59,0,0%,0,0%,0,0%,0%,0,
Eddie Gordon,"6' 0""",185 lbs.,"76""",Orthodox,22-Jul-83,2.03,32%,2.57,60%,1.93,83%,63%,0,
Alex Gorgees,"6' 2""",155 lbs.,"74""",Switch,11-Aug-95,0.67,32%,2.27,38%,0,0%,54%,0,
Malcolm Gordon,"5' 7""",125 lbs.,"71""",Switch,19-May-90,0.55,13%,3.87,54%,0,0%,0%,0,
Jared Gordon,"5' 9""",145 lbs.,"68""",Orthodox,06-Sep-88,5.54,56%,3.22,60%,2.81,39%,55%,0,
Tim Gorman,"5' 5""",135 lbs.,,Southpaw,29-Apr-83,2.73,31%,5.57,46%,1,9%,33%,0,
Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,27-Feb-87,3.68,34%,5.64,50%,1.23,80%,83%,0.3,
Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,13-Jul-79,1.61,41%,2.01,46%,4.17,70%,45%,0.6,
Chase Gormley,"6' 3""",265 lbs.,,Orthodox,,3.6,42%,6.03,44%,3.12,42%,0%,1,
Todd Gouwenberg,"6' 1""",205 lbs.,,Orthodox,25-Sep-74,0.52,23%,2.93,42%,1.57,33%,50%,0,
Wilson Gouveia,"6' 1""",185 lbs.,"76""",Orthodox,03-Oct-78,3.02,39%,4.06,56%,0.9,66%,57%,2.2,
Justin Governale,,145 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Crosley Gracie,"5' 9""",190 lbs.,,Orthodox,18-Jul-79,1.69,37%,1.54,60%,3.46,85%,50%,0.6,
Daniel Gracie,"6' 2""",225 lbs.,,Orthodox,,1.9,38%,1.33,59%,0.36,100%,80%,2.1,
Hugo Govea,,,,,,0,0%,0,0%,0,0%,0%,0,
Renzo Gracie,"5' 10""",185 lbs.,,Orthodox,11-Mar-67,1.71,41%,1.67,55%,1.13,20%,40%,0.8,
Damian Grabowski,"6' 1""",241 lbs.,"75""",Orthodox,12-May-80,4,36%,7.65,51%,0,0%,0%,0,
Ralph Gracie,"5' 9""",183 lbs.,,Orthodox,,0.86,37%,1.72,31%,0,0%,25%,4,
Royce Gracie,"6' 1""",175 lbs.,,Southpaw,12-Dec-66,0.88,41%,1.13,37%,0,0%,66%,0.8,
Rickson Gracie,"5' 10""",185 lbs.,,Switch,20-Nov-58,0,0%,0,0%,0,0%,0%,0,
Ralek Gracie,"6' 2""",210 lbs.,,Orthodox,04-Oct-85,1.61,46%,1.05,55%,2.5,75%,0%,1.7,
Ryan Gracie,"5' 9""",200 lbs.,,Orthodox,14-Aug-74,0.82,61%,0.5,40%,2.83,75%,25%,0.9,
Royler Gracie,"5' 8""",150 lbs.,,Southpaw,06-Dec-65,0,0%,0,0%,0,0%,0%,0,
Rodrigo Gracie,"6' 0""",183 lbs.,,Orthodox,11-Apr-75,1.34,51%,0.86,46%,1.49,50%,75%,0.4,
Cesar Gracie,"5' 10""",181 lbs.,,Orthodox,,0,0%,17.14,50%,0,0%,0%,0,
Rolles Gracie,"6' 4""",242 lbs.,,Orthodox,14-Jul-78,2.3,32%,3.38,55%,2.3,10%,0%,0,
Roger Gracie,"6' 4""",185 lbs.,"79""",Orthodox,26-Sep-81,1.78,35%,1.79,61%,1.87,53%,60%,1.9,
Igor Gracie,"5' 11""",170 lbs.,,,04-Feb-80,1.86,60%,0.99,50%,3.72,50%,0%,3.7,
Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,11-Jul-88,5.15,41%,8.13,53%,0.88,25%,0%,0.9,
Steven Graham,"6' 1""",290 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Miranda Granger,"5' 7""",125 lbs.,"68""",Orthodox,13-Apr-92,2.91,48%,2.64,59%,0,0%,40%,0,
Scott Graham,"6' 4""",185 lbs.,,Orthodox,,0.91,42%,2.27,28%,0,0%,0%,0,
Neiman Gracie,"6' 0""",170 lbs.,,,,0.77,100%,0.38,75%,5.77,100%,0%,5.8,
Davey Grant,"5' 8""",135 lbs.,"69""",Orthodox,18-Dec-85,3.93,47%,2.47,63%,2.3,45%,66%,0.2,
TJ Grant,"5' 10""",155 lbs.,"72""",Orthodox,26-Feb-84,3.95,54%,3.21,56%,1.63,43%,36%,0.6,
Tony Gravely,"5' 5""",135 lbs.,"69""",Orthodox,28-Sep-91,3.69,55%,3.16,42%,5.6,51%,50%,0.8,
Alexa Grasso,"5' 5""",125 lbs.,"66""",Orthodox,09-Aug-93,4.96,43%,3.61,64%,0.28,40%,60%,0.6,
Shelton Graves,"6' 2""",255 lbs.,"76""",Southpaw,23-Oct-85,2.19,69%,0.81,33%,4.86,57%,0%,0,
Michael Graves,"5' 10""",170 lbs.,"71""",Orthodox,08-Jan-91,1.25,54%,1.47,58%,4.8,52%,66%,0.4,
Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,03-May-85,3.45,62%,4.48,66%,0,0%,0%,0,
Dwight Grant,"6' 1""",170 lbs.,"76""",Switch,14-Sep-84,3.39,37%,2.16,69%,0.34,100%,78%,0,
James Gray,"5' 9""",135 lbs.,,Orthodox,25-Oct-87,2.61,50%,18.26,44%,0,0%,0%,0,
Sam Greco,"6' 2""",205 lbs.,,Orthodox,03-May-67,2.4,75%,1.33,53%,0,0%,25%,1,
Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,29-Nov-85,4.14,48%,3.94,56%,1.7,51%,66%,0.5,
Tyson Griffin,"5' 6""",145 lbs.,"68""",Orthodox,20-Apr-84,3.71,41%,2.3,65%,1.87,46%,59%,0.9,
Gabe Green,"5' 10""",170 lbs.,"73""",Switch,02-May-93,6.57,46%,7.23,49%,1,100%,57%,0.5,
Bobby Green,"5' 10""",155 lbs.,"71""",Orthodox,09-Sep-86,5.17,51%,3.32,63%,1.56,41%,72%,0.3,
Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,29-Jul-81,4.09,53%,2.69,56%,2.19,37%,82%,0.5,
Maurice Greene,"6' 7""",258 lbs.,"80""",Orthodox,05-Jul-86,4.12,44%,4.37,45%,0,0%,28%,0.6,
Desmond Green,"5' 10""",155 lbs.,"73""",Southpaw,11-Oct-89,3.7,46%,2.51,69%,1.62,50%,75%,0,
Forrest Griffin,"6' 3""",205 lbs.,"77""",Orthodox,16-Mar-79,4.38,36%,2.81,61%,1.05,48%,57%,0.7,
Rodrigo Gripp de Sousa,"5' 11""",205 lbs.,,Orthodox,,0.48,23%,4.81,52%,0,0%,0%,9.6,
Chuck Grigsby,"6' 6""",205 lbs.,,Orthodox,,0.71,16%,3.29,46%,0,0%,66%,0,
Jordan Griffin,"5' 10""",145 lbs.,"73""",Southpaw,28-Feb-90,2.6,46%,3.18,48%,0.78,23%,42%,1.8,
Chad Griggs,"6' 1""",205 lbs.,"73""",Orthodox,15-May-78,2.67,50%,2.22,46%,1.51,66%,41%,0,
Maxim Grishin,"6' 3""",220 lbs.,"78""",Orthodox,02-May-84,2.95,44%,2.33,56%,0.38,33%,66%,0,
Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,14-Oct-88,1.44,41%,3.71,50%,1.97,36%,16%,2.2,
Garrett Gross,"5' 9""",155 lbs.,,Orthodox,08-Aug-88,2.39,45%,1.67,46%,0,0%,52%,0,
Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,12-Nov-82,2.31,41%,2.4,54%,0.49,45%,56%,1.7,
Neil Grove,"6' 6""",265 lbs.,,Orthodox,18-Jan-71,0,0%,0,0%,0,0%,100%,14.3,
Wang Guan,"5' 9""",145 lbs.,"71""",Orthodox,14-Mar-86,4.73,43%,3.27,60%,0,0%,0%,0,
Chris Gruetzemacher,"5' 8""",155 lbs.,"68""",Orthodox,16-Jun-86,7.02,57%,5.54,55%,0,0%,62%,0,
Vik Grujic,"5' 11""",170 lbs.,"73""",Orthodox,06-Feb-77,2.24,48%,3.39,41%,1.18,33%,26%,0.4,
Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,03-Jan-87,2.15,43%,4.09,58%,4.25,38%,100%,0.6,
Nandor Guelmino,"6' 3""",230 lbs.,,,20-Dec-75,3.62,56%,3.16,33%,0,0%,42%,0,
Fabricio Guerreiro,"5' 10""",145 lbs.,,,24-Jul-90,1.87,31%,2.2,67%,2,50%,0%,0,
Brad Gumm,"5' 11""",170 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Leonardo Guimaraes,"6' 0""",185 lbs.,,Orthodox,15-Apr-82,2.35,56%,2.99,44%,0,0%,52%,1,
Jason Guida,"5' 10""",214 lbs.,,,04-Aug-77,1.87,40%,3.33,52%,1,14%,50%,1,
Shannon Gugerty,"5' 10""",155 lbs.,"71""",Orthodox,30-Dec-81,1.25,39%,1.88,58%,2.13,27%,50%,3.4,
Clay Guida,"5' 7""",155 lbs.,"70""",Orthodox,08-Dec-81,2.44,34%,2.57,63%,3.36,38%,68%,0.7,
Melvin Guillard,"5' 9""",155 lbs.,"71""",Orthodox,30-Mar-83,2.96,40%,1.85,66%,1.3,63%,61%,0.2,
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,25-Jun-83,4.67,51%,4.41,62%,1.99,13%,0%,0,
Chris Guillen,"6' 0""",240 lbs.,,Orthodox,09-Dec-72,0.82,27%,1.91,36%,0,0%,0%,0,
Fabio Gurgel,"6' 0""",205 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,24-Nov-85,1.65,37%,3.72,46%,7.08,42%,0%,0,
Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,25-Jan-77,3.37,32%,3.62,62%,0.81,23%,60%,0.5,
John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,05-Jan-79,1.04,27%,1.71,58%,1.67,33%,11%,2,
Andre Gusmao,"6' 0""",205 lbs.,,Orthodox,19-May-77,2.79,43%,3.28,60%,0,0%,60%,0,
Alexander Gustafsson,"6' 5""",205 lbs.,"79""",Orthodox,15-Jan-87,4.02,40%,3.42,51%,1.54,39%,83%,0.4,
Justin Guthrie,"6' 1""",170 lbs.,,,19-Jan-81,0.16,33%,3.74,14%,2.44,25%,0%,4.9,
Horacio Gutierrez,"5' 10""",145 lbs.,,,15-Sep-90,0.86,26%,2.91,46%,0,0%,50%,0,
Chris Gutierrez,"5' 9""",145 lbs.,"67""",Orthodox,22-Apr-91,4.3,57%,2.45,59%,0.57,60%,73%,0.2,
Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,09-May-83,2.79,47%,4.14,46%,1.72,33%,85%,0.9,
Steve Hadsel,"5' 8""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Keith Hackney,"5' 11""",200 lbs.,,Sideways,,0,0%,0,0%,0,0%,0%,0,
Chelsea Hackett,"5' 4""",125 lbs.,"66""",Switch,16-Aug-98,2.58,51%,4.85,46%,0,0%,57%,0,
Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,17-Sep-74,2.75,65%,0.79,66%,1.87,37%,54%,1.2,
Damir Hadzovic,"5' 9""",155 lbs.,"70""",Orthodox,08-Aug-86,2.99,46%,2.99,66%,0.68,60%,39%,0.2,
Yazan Hajeh,"5' 9""",145 lbs.,,Orthodox,04-Sep-92,1.54,25%,17.44,44%,0,0%,100%,0,
Kevin Haley,"6' 2""",205 lbs.,,,,0.87,59%,0.87,64%,3,100%,0%,2,
Stoney Hale,"6' 0""",,,,18-Oct-79,0,0%,0,0%,0,0%,0%,0,
Ryan Hall,"5' 10""",145 lbs.,"70""",Southpaw,22-Feb-85,2.32,43%,0.96,75%,0.31,16%,0%,0.9,
Tony Halme,"6' 3""",300 lbs.,,Orthodox,06-Jan-63,0,0%,0,0%,0,0%,0%,0,
Mark Hall,"6' 0""",190 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Dennis Hallman,"5' 9""",155 lbs.,"72""",Orthodox,02-Dec-75,1.12,44%,1.96,43%,1.79,30%,25%,2.1,
Uriah Hall,"6' 0""",185 lbs.,"79""",Orthodox,31-Jul-84,3.34,51%,3.54,53%,0.67,38%,69%,0.2,
Piotr Hallmann,"5' 9""",155 lbs.,"71""",Orthodox,25-Aug-87,3.98,45%,3.17,58%,2.55,44%,70%,0.4,
Frank Hamaker,,,,,,0,0%,0,0%,0,0%,0%,0,
Kazuhiro Hamanaka,"6' 0""",185 lbs.,,Southpaw,24-Oct-78,1.7,37%,0.91,60%,0,0%,50%,0,
Brandon Halsey,"6' 0""",185 lbs.,,,16-Sep-86,1.74,47%,0.87,65%,4.98,53%,100%,1.2,
Seo Hee Ham,"5' 2""",115 lbs.,"62""",Southpaw,08-Mar-87,4.2,39%,5.15,61%,0,0%,66%,0.2,
John Halverson,"5' 9""",155 lbs.,,Southpaw,08-Sep-72,2.94,43%,5.29,47%,0,0%,66%,2,
Jeremy Hamilton,,185 lbs.,,,14-Nov-84,0,0%,0,0%,0,0%,0%,0,
Anthony Hamilton,"6' 5""",260 lbs.,"76""",Orthodox,14-Apr-80,3.91,65%,3.02,45%,2.62,42%,78%,0,
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,05-Oct-76,3.69,42%,3.8,61%,3,34%,91%,0,
CJ Hamilton,"5' 7""",125 lbs.,"68""",Switch,07-Oct-86,2.47,31%,3.93,58%,0,0%,62%,0,
James Hammortree,"6' 3""",185 lbs.,,Orthodox,29-Nov-83,1.93,30%,4.13,44%,2,50%,100%,1,
Jared Hamman,"6' 3""",185 lbs.,"75""",Orthodox,07-Mar-82,5.15,42%,3.93,55%,1.57,46%,30%,0,
Joachim Hansen,"5' 7""",150 lbs.,,Southpaw,26-May-79,2.01,43%,2.04,58%,2.21,58%,34%,1.9,
Nasrat Haqparast,"5' 10""",155 lbs.,"72""",Southpaw,22-Aug-95,5.81,47%,3.23,74%,0.18,16%,84%,0,
Dean Hancock,,155 lbs.,,,,7.97,63%,1.94,67%,1.71,33%,75%,1.7,
Kay Hansen,"5' 2""",115 lbs.,"63""",Orthodox,14-Aug-99,3.57,59%,3.03,54%,2.19,25%,100%,1.6,
Janay Harding,,135 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Scott Harper,"6' 0""",185 lbs.,,Orthodox,14-Apr-72,1.3,54%,4.98,47%,3.25,100%,0%,0,
Baru Harn,,265 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Antoni Hardonk,"6' 4""",245 lbs.,"78""",Orthodox,05-Feb-76,3.4,61%,3.07,46%,0,0%,40%,0.9,
Dan Hardy,"6' 0""",170 lbs.,"74""",Orthodox,17-May-82,2.46,35%,3.44,51%,0.73,35%,35%,0.4,
